0,1,2,3,4,5,6
200,Machine learning pipeline for battery state-of-health estimation,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation', 'paperId': '2f4df08d9072fc2ac181b7fced6a245315ce05c8', 'nodeNum': 2}]"
201,Machine learning pipeline for battery state-of-health estimation,Towards a Programmable Semantic Extract-Transform-Load Framework for Semantic Data Warehouses,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Towards a Programmable Semantic Extract-Transform-Load Framework for Semantic Data Warehouses']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Towards a Programmable Semantic Extract-Transform-Load Framework for Semantic Data Warehouses', 'paperId': '014722151ee576e0361910b31f30902942f6a15a', 'nodeNum': 2}]"
202,Machine learning pipeline for battery state-of-health estimation,What Is Data Science,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'What Is Data Science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'What Is Data Science', 'paperId': 'd9a984e15b1a86a66ecbac9e66d458dae4cb616c', 'nodeNum': 2}]"
203,Machine learning pipeline for battery state-of-health estimation,Cyclotron : Juggling data and queries for a data warehouse audience,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Cyclotron : Juggling data and queries for a data warehouse audience']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Cyclotron : Juggling data and queries for a data warehouse audience', 'paperId': '8c24601d94997f4254d44026df77e861b4231eac', 'nodeNum': 2}]"
204,Machine learning pipeline for battery state-of-health estimation,"The KiTS19 Challenge Data: 300 Kidney Tumor Cases with Clinical Context, CT Semantic Segmentations, and Surgical Outcomes",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'The KiTS19 Challenge Data: 300 Kidney Tumor Cases with Clinical Context, CT Semantic Segmentations, and Surgical Outcomes']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'The KiTS19 Challenge Data: 300 Kidney Tumor Cases with Clinical Context, CT Semantic Segmentations, and Surgical Outcomes', 'paperId': '2bc472478247173b25aaf5e12f2604a74a8d2063', 'nodeNum': 2}]"
205,Machine learning pipeline for battery state-of-health estimation,Ubiquitous web navigation through harvesting embedded semantic data: A mobile scenario,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Ubiquitous web navigation through harvesting embedded semantic data: A mobile scenario']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Ubiquitous web navigation through harvesting embedded semantic data: A mobile scenario', 'paperId': 'adad17ef6f347440cab909e417920ea3888bf2cb', 'nodeNum': 2}]"
206,Machine learning pipeline for battery state-of-health estimation,Data ethics,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Data ethics']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Data ethics', 'paperId': 'c5ee3dde6eca0eafa53919b423dd94abae9e6573', 'nodeNum': 2}]"
207,Machine learning pipeline for battery state-of-health estimation,Big Data Augmentation with Data Warehouse: A Survey,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'Big Data Augmentation with Data Warehouse: A Survey']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'paperId': 'd8af6a45eaea68adda8597ae65f91ece152f7b21', 'nodeNum': 1}, {'title': 'Big Data Augmentation with Data Warehouse: A Survey', 'paperId': '59a15d402c58700a36530310940ebb55b61b5fa7', 'nodeNum': 2}]"
208,Machine learning pipeline for battery state-of-health estimation,VHA Corporate Data Warehouse height and weight data: opportunities and challenges for health services research.,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'VHA Corporate Data Warehouse height and weight data: opportunities and challenges for health services research.']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'paperId': 'd8af6a45eaea68adda8597ae65f91ece152f7b21', 'nodeNum': 1}, {'title': 'VHA Corporate Data Warehouse height and weight data: opportunities and challenges for health services research.', 'paperId': 'f431475390a0a19b2fde1eb6e6b360c438b44968', 'nodeNum': 2}]"
209,Machine learning pipeline for battery state-of-health estimation,"The Changing Landscape of Machine Learning: A Comparative Analysis of Centralized Machine Learning, Distributed Machine Learning and Federated Machine Learning",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Towards Data Quality into the Data Warehouse Development', 'The Changing Landscape of Machine Learning: A Comparative Analysis of Centralized Machine Learning, Distributed Machine Learning and Federated Machine Learning']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Towards Data Quality into the Data Warehouse Development', 'paperId': 'e4a5541d7dfb7cb11ca0ff86f840da540a2140b9', 'nodeNum': 1}, {'title': 'The Changing Landscape of Machine Learning: A Comparative Analysis of Centralized Machine Learning, Distributed Machine Learning and Federated Machine Learning', 'paperId': '609471b915f5764f63148c1195590b1085a5067b', 'nodeNum': 2}]"
210,Machine learning pipeline for battery state-of-health estimation,Underspecification Presents Challenges for Credibility in Modern Machine Learning,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Data Warehouse', 'Underspecification Presents Challenges for Credibility in Modern Machine Learning']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Data Warehouse', 'paperId': '0cc65517cbcb31beb3af6eb2a3c0fdcd60856a8b', 'nodeNum': 1}, {'title': 'Underspecification Presents Challenges for Credibility in Modern Machine Learning', 'paperId': '71a85e735a3686bef8cce3725ae5ba82e2cabb1b', 'nodeNum': 2}]"
211,Machine learning pipeline for battery state-of-health estimation,Protein backbone angle restraints from searching a database for chemical shift and sequence homology,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'Protein backbone angle restraints from searching a database for chemical shift and sequence homology']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'Protein backbone angle restraints from searching a database for chemical shift and sequence homology', 'paperId': 'e274c1b6e17825feab52de205fd0bc4917d5be6c', 'nodeNum': 2}]"
212,Machine learning pipeline for battery state-of-health estimation,The HITRAN 2008 molecular spectroscopic database,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'An improved method of constructing a database of monthly climate observations and associated high‐resolution grids', 'The HITRAN 2008 molecular spectroscopic database']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An improved method of constructing a database of monthly climate observations and associated high‐resolution grids', 'paperId': '716000409a3a2e2c75801b3d58b9b17b68eeaef7', 'nodeNum': 1}, {'title': 'The HITRAN 2008 molecular spectroscopic database', 'paperId': 'bb967168ead7a14adcb0121dcf24a930d1a383b3', 'nodeNum': 2}]"
213,Machine learning pipeline for battery state-of-health estimation,Glossary for public health surveillance in the age of data science,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Glossary for public health surveillance in the age of data science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Glossary for public health surveillance in the age of data science', 'paperId': '4b5505a54799d796ae94115409b01ee33a7e2b20', 'nodeNum': 2}]"
214,Machine learning pipeline for battery state-of-health estimation,Data Warehouse Performance,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Data Warehouse Performance']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Data Warehouse Performance', 'paperId': 'c0985494b16273b1c18847675340001fbcd9f7e7', 'nodeNum': 2}]"
215,Machine learning pipeline for battery state-of-health estimation,IMG/M v.5.0: an integrated data management and comparative analysis system for microbial genomes and microbiomes,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'IMG/M v.5.0: an integrated data management and comparative analysis system for microbial genomes and microbiomes']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'paperId': 'd8af6a45eaea68adda8597ae65f91ece152f7b21', 'nodeNum': 1}, {'title': 'IMG/M v.5.0: an integrated data management and comparative analysis system for microbial genomes and microbiomes', 'paperId': 'b58e98029d53d69ccc7089dca7b01bf050b5ad2b', 'nodeNum': 2}]"
216,Machine learning pipeline for battery state-of-health estimation,Data Driven vs. Metric Driven Data Warehouse Design,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'Data Driven vs. Metric Driven Data Warehouse Design']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation', 'paperId': 'd8af6a45eaea68adda8597ae65f91ece152f7b21', 'nodeNum': 1}, {'title': 'Data Driven vs. Metric Driven Data Warehouse Design', 'paperId': '7841e5e365a69475a108317dabfcead9719cde26', 'nodeNum': 2}]"
217,Machine learning pipeline for battery state-of-health estimation,From Federated Databases to a Federated Data Warehouse System,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'From Federated Databases to a Federated Data Warehouse System']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'From Federated Databases to a Federated Data Warehouse System', 'paperId': '81c5d725581ead15ac80698b0e472ec93f7edbfc', 'nodeNum': 2}]"
